L_distal,L_fore,L_toInterface,R_distal,R_fore,R_toInterface
-4.493045873581329175e-02,4.699724745986048891e-02,-1.718645354790987803e-03,-4.493920284120144631e-02,4.700980602254335033e-02,-1.732219047851961229e-03
-4.594231446427345100e-02,4.808340806419904301e-02,-1.786954116315331385e-03,-4.595130621250615582e-02,4.809632232539001739e-02,-1.800945044753581893e-03
-4.696432527119403372e-02,4.918167092132080115e-02,-1.857133325704443845e-03,-4.697356875617516442e-02,4.919494661477440134e-02,-1.871548444306503486e-03
-4.799645314901872933e-02,5.029203093098084248e-02,-1.929215985909870420e-03,-4.800595248401824666e-02,5.030567381608028882e-02,-1.944062259926108939e-03
-4.903866009160830902e-02,5.141448315261022695e-02,-2.003235369777084732e-03,-4.904841940911884579e-02,5.142849901445865207e-02,-2.018519775200512591e-03
-5.009090809573277236e-02,5.254902280156359407e-02,-2.079225010850730988e-03,-5.010093154733175069e-02,5.256341745108240177e-02,-2.094954534738245437e-03
-5.115315916255793599e-02,5.369564524538231881e-02,-2.157218694096777693e-03,-5.116345091877522178e-02,5.371042451941637763e-02,-2.173400334928002244e-03
-5.222537529912660986e-02,5.485434600007318279e-02,-2.237250446559420607e-03,-5.223593954931760736e-02,5.486951576150262549e-02,-2.253891214631898246e-03
-5.330751851983429185e-02,5.602512072640258856e-02,-2.319354527972267502e-03,-5.331835947205847137e-02,5.604068686426106477e-02,-2.336461445828628102e-03
-5.439955084789950546e-02,5.720796522620639341e-02,-2.403565421340115877e-03,-5.441067272880434347e-02,5.722393365580553254e-02,-2.421145524226005034e-03
-5.550143431682871137e-02,5.840287543871549442e-02,-2.489917823508579816e-03,-5.551284137153896653e-02,5.841925210177539851e-02,-2.507978159857620747e-03
-5.661313097187583437e-02,5.960984743689719950e-02,-2.578446635736824158e-03,-5.662482746388818045e-02,5.962663830168286883e-02,-2.596994267680427775e-03
-5.773460287149631553e-02,6.082887742381255791e-02,-2.669186954288599572e-03,-5.774659308257927559e-02,6.084608848527607583e-02,-2.688228958187868431e-03
-5.886581208879568955e-02,6.205996172898978203e-02,-2.762174061054394232e-03,-5.887810031889487844e-02,6.207759900891818283e-02,-2.781717528051902942e-03
-6.000672071297264570e-02,6.330309680481396861e-02,-2.857443414219121118e-03,-6.001931128012126526e-02,6.332116635198267729e-02,-2.877495450807771200e-03
-6.115729085075643362e-02,6.455827922293315424e-02,-2.955030638984931356e-03,-6.117018809099102755e-02,6.457678711326494958e-02,-2.975598367593028804e-03
-6.231748462783863463e-02,6.582550567068108649e-02,-3.054971518363360991e-03,-6.233069289512006839e-02,6.584445800741046961e-02,-3.076062077951693344e-03
-6.348726419029909751e-02,6.710477294751666932e-02,-3.157301984044405801e-03,-6.350078785643877011e-02,6.712417586135971392e-02,-3.178922530715650070e-03
-6.466659170602603868e-02,6.839607796148045038e-02,-3.262058107354834195e-03,-6.468043516061727782e-02,6.841593761080996816e-02,-3.284215814971537355e-03
-6.585542936613011933e-02,6.969941772566821958e-02,-3.369276090312150161e-03,-6.586959701648478771e-02,6.971974029669431028e-02,-3.391978151121821574e-03
-6.705373938635242337e-02,7.101478935472198273e-02,-3.478992256782630511e-03,-6.706823565744267357e-02,7.103558106167792707e-02,-3.502245882049927640e-03
-6.826148400846619724e-02,7.234219006133843499e-02,-3.591243043752692481e-03,-6.827631334287144471e-02,7.236345714667195839e-02,-3.615055464394386926e-03
-6.947862550167223372e-02,7.368161715279521184e-02,-3.706064992717853900e-03,-6.949379235953119516e-02,7.370336588736507710e-02,-3.730443459941125070e-03
-7.070512616398769157e-02,7.503306802749498683e-02,-3.823494741196350587e-03,-7.072063502295568294e-02,7.505530471077304089e-02,-3.848446527137954973e-03
-7.194094832362830927e-02,7.639654017152765209e-02,-3.943569014372145902e-03,-7.195680367883956763e-02,7.641927113180625730e-02,-3.969101412737880384e-03
-7.318605434038376323e-02,7.777203115525085919e-02,-4.066324616872838034e-03,-7.320226070441898658e-02,7.779526274985573697e-02,-4.092444943575485744e-03
-7.444040660698605927e-02,7.915953862988885092e-02,-4.191798424684907952e-03,-7.445696850984499793e-02,7.918327724539747647e-02,-4.218514018480163177e-03
-7.570396755047076320e-02,8.055906032415000029e-02,-4.320027377211210773e-03,-7.572088953954998758e-02,8.058331237661552071e-02,-4.347345600329573234e-03
-7.697669963353095945e-02,8.197059404086309842e-02,-4.451048469472862479e-03,-7.699398627360663772e-02,8.199536597604382970e-02,-4.478976708247961111e-03
-7.825856535586366014e-02,8.339413765363250242e-02,-4.584898744458059013e-03,-7.827622122907951230e-02,8.341943594722706079e-02,-4.613444409948676966e-03
-7.954952725550855364e-02,8.482968910351242064e-02,-4.721615285619084994e-03,-7.956755696136884326e-02,8.485552026140054382e-02,-4.750785814226534710e-03
-8.084954791017893994e-02,8.627724639570036325e-02,-4.861235209519709083e-03,-8.086795606554653126e-02,8.630361695418949097e-02,-4.891038063597598871e-03
-8.215858993858454751e-02,8.773680759624992442e-02,-5.003795658633295590e-03,-8.217738117768405570e-02,8.776372412232759379e-02,-5.034238327090509967e-03
-8.347661600174614838e-02,8.920837082880309077e-02,-5.149333794292215195e-03,-8.349579497617214130e-02,8.923583992039516022e-02,-5.180423793188226878e-03
-8.480358880430174939e-02,9.069193427134206176e-02,-5.297886789788822798e-03,-8.482316018303195926e-02,9.071996255757688865e-02,-5.329631662920815936e-03
-8.613947109580409600e-02,9.218749615296081834e-02,-5.449491823627580084e-03,-8.615943956521772418e-02,9.221609029443937622e-02,-5.481899143108552933e-03
-8.748422567200941913e-02,9.369505475065645350e-02,-5.604186072927452855e-03,-8.750459593591038143e-02,9.372422143972854169e-02,-5.637263439755744836e-03
-8.883781537615706436e-02,9.521460838614048683e-02,-5.762006706973963818e-03,-8.885859215580228787e-02,9.524435434718693527e-02,-5.795761751593509620e-03
-9.020020310023986465e-02,9.674615542267003820e-02,-5.922990880919091518e-03,-9.022139113437262214e-02,9.677648741239114338e-02,-5.957431263770769994e-03
-9.157135178626515937e-02,9.828969426189919367e-02,-6.087175729628622502e-03,-9.159295583115331651e-02,9.832061906960926079e-02,-6.122309141691563254e-03
-9.295122442750601566e-02,9.984522334075049410e-02,-6.254598361673725793e-03,-9.297324925698527420e-02,9.987674778867865200e-02,-6.290432524997144163e-03
-9.433978406974262432e-02,1.014127411283065744e-01,-6.425295853465549240e-03,-9.436223447526474739e-02,1.014448720719038355e-01,-6.461838521690957925e-03
-9.573699381249363427e-02,1.029922461227221753e-01,-6.599305243530710977e-03,-9.575987460317952893e-02,1.030249904509748238e-01,-6.636564202404768471e-03
-9.714281681023705095e-02,1.045837368481564028e-01,-6.776663526924611193e-03,-9.716613281293487447e-02,1.046171014839057389e-01,-6.814646594802000780e-03
-9.855721627362075410e-02,1.061872118517254160e-01,-6.957407649780257899e-03,-9.858097233296884976e-02,1.062212037519938701e-01,-6.996122678118023991e-03
-9.998015547066210762e-02,1.078026697004755841e-01,-7.141574503990438284e-03,-1.000043564491568532e-01,1.078372958567991730e-01,-7.181029377831790392e-03
-1.014115977279367170e-01,1.094301089783769471e-01,-7.329200922019298708e-03,-1.014362485060052166e-01,1.094653764171442806e-01,-7.369403560468809448e-03
-1.028515064317559180e-01,1.110695282833373404e-01,-7.520323671841136308e-03,-1.028766119078335511e-01,1.111054440661349563e-01,-7.561282028531251913e-03
-1.042998450293328300e-01,1.127209262242369059e-01,-7.714979452003558995e-03,-1.043254101199456441e-01,1.127574974482010994e-01,-7.756701515551699816e-03
-1.057565770299368213e-01,1.143843014179831835e-01,-7.913204886810215610e-03,-1.057826066697887119e-01,1.144215352161583182e-01,-7.955698681267747707e-03
-1.072216660060360816e-01,1.160596524865867146e-01,-8.115036521622183766e-03,-1.072481651481007187e-01,1.160975560282899582e-01,-8.158310106914940657e-03
-1.086950755944280922e-01,1.177469780542571426e-01,-8.320510818272796455e-03,-1.087220492100456209e-01,1.177855585454497117e-01,-8.364572290633713950e-03
-1.101767694973577599e-01,1.194462767445199636e-01,-8.529664150593290611e-03,-1.102042225763362471e-01,1.194855414281847938e-01,-8.574521642987947487e-03
-1.116667114836230462e-01,1.211575471773537194e-01,-8.742532800046796948e-03,-1.116946490343445758e-01,1.211975033338795471e-01,-8.788194482590380024e-03
-1.131648653896677736e-01,1.228807879663477015e-01,-8.959152951465773965e-03,-1.131932924391992890e-01,1.229214429139196402e-01,-9.005627031833732254e-03
-1.146711951206614705e-01,1.246159977158801946e-01,-9.179560688890272754e-03,-1.147001167148701956e-01,1.246573588108766673e-01,-9.226855412722041391e-03
-1.161856646515660174e-01,1.263631750183172309e-01,-9.403791991504069706e-03,-1.162150858552395138e-01,1.264052496557132588e-01,-9.451915642800529788e-03
-1.177082380281887636e-01,1.281223184512316760e-01,-9.631882729664703255e-03,-1.177381639251595669e-01,1.281651140650086063e-01,-9.680843631179299538e-03
-1.192388793682220144e-01,1.298934265746429229e-01,-9.863868661024167289e-03,-1.192693150614968778e-01,1.299369506382042905e-01,-9.913675174648651708e-03
-1.207775528622686695e-01,1.316764979282767922e-01,-1.009978542673796269e-02,-1.208085034741622210e-01,1.317207579548705654e-01,-1.015044595388253992e-02
-1.223242227748536082e-01,1.334715310288458467e-01,-1.033966854775781805e-02,-1.223556934471266150e-01,1.335165345719929175e-01,-1.039119152972623958e-02
-1.238788534454208362e-01,1.352785243673500781e-01,-1.058355342120570648e-02,-1.239108493394228405e-01,1.353242790212787483e-01,-1.063594733956558028e-02
-1.254414092893160193e-01,1.370974764063976614e-01,-1.083147531682646970e-02,-1.254739355861324290e-01,1.371439898064844565e-01,-1.088474869377530942e-02
-1.270118547987541813e-01,1.389283855775460819e-01,-1.108346937351513753e-02,-1.270449166993577461e-01,1.389756654007623937e-01,-1.113763077224267165e-02
-1.285901545437724280e-01,1.407712502786633013e-01,-1.133957059591674497e-02,-1.286237572691791009e-01,1.408193042440281650e-01,-1.139462862096298455e-02
-1.301762731731674338e-01,1.426260688713089919e-01,-1.159981385109547757e-02,-1.302104219645963956e-01,1.426749047403476911e-01,-1.165577714870516188e-02
-1.317701754154174121e-01,1.444928396781358093e-01,-1.186423386526989400e-02,-1.318048755344555512e-01,1.445424652553443379e-01,-1.192111112374480419e-02
-1.333718260795883626e-01,1.463715609803105111e-01,-1.213286522061281930e-02,-1.334070828083589455e-01,1.464219841136258082e-01,-1.219066517066033292e-02
-1.349811900562245814e-01,1.482622310149550315e-01,-1.240574235211195329e-02,-1.350170086975600037e-01,1.483134595962309066e-01,-1.246447376719112335e-02
-1.365982323182227953e-01,1.501648479726072349e-01,-1.268289954448901212e-02,-1.366346181958416617e-01,1.502168899380958156e-01,-1.274257124115468244e-02
-1.382229179216901416e-01,1.520794099947013200e-01,-1.296437092917521357e-02,-1.382598763803783437e-01,1.521322733255401627e-01,-1.302499176741982526e-02
-1.398552120067855509e-01,1.540059151710679586e-01,-1.325019048134140794e-02,-1.398927484125814247e-01,1.540596078937724045e-01,-1.331176936493490282e-02
-1.414950797985442266e-01,1.559443615374537517e-01,-1.354039201697894088e-02,-1.415331995389278452e-01,1.559988917244146955e-01,-1.360293789380727369e-02
-1.431424866076852764e-01,1.578947470730601432e-01,-1.383500919003095853e-02,-1.431811950917716014e-01,1.579501228430470472e-01,-1.389853105243281546e-02
-1.447973978314020527e-01,1.598570696981015948e-01,-1.413407548957024661e-02,-1.448367004901381094e-01,1.599132992167706657e-01,-1.419858237467340120e-02
-1.464597789541350337e-01,1.618313272713829964e-01,-1.443762423702378908e-02,-1.464996812405010285e-01,1.618884187517902473e-01,-1.450312522707930540e-02
-1.481295955483271920e-01,1.638175175878960610e-01,-1.474568858344039481e-02,-1.481701029375413758e-01,1.638754792910154523e-01,-1.481219280615626334e-02
-1.498068132751613768e-01,1.658156383764345931e-01,-1.505830150680070520e-02,-1.498479312648888506e-01,1.658744786116810033e-01,-1.512581813567464087e-02
-1.514913978852797105e-01,1.678256872972287428e-01,-1.537549580936671545e-02,-1.515331319958449496e-01,1.678854144229855183e-01,-1.544403406401901289e-02
-1.531833152194846948e-01,1.698476619395977438e-01,-1.569730411507137477e-02,-1.532256709940877648e-01,1.699082843637489959e-01,-1.576687326157632726e-02
-1.548825312094218587e-01,1.718815598196213046e-01,-1.602375886694475809e-02,-1.549255142143584063e-01,1.719430860000886740e-01,-1.609436821816189606e-02
-1.565890118782437279e-01,1.739273783778293447e-01,-1.635489232457630615e-02,-1.566326277031284686e-01,1.739898168231131526e-01,-1.642655124048120197e-02
-1.583027233412548085e-01,1.759851149769099954e-01,-1.669073656161216071e-02,-1.583469775992488171e-01,1.760484742466346120e-01,-1.676345444962673223e-02
-1.600236318065376695e-01,1.780547668994356680e-01,-1.703132346328560531e-02,-1.600685301345790568e-01,1.781190556048991569e-01,-1.710510977860868823e-02
-1.617517035755595689e-01,1.801363313456071091e-01,-1.737668472398005981e-02,-1.617972516345976552e-01,1.802015581503348673e-01,-1.745154896991705715e-02
-1.634869050437596782e-01,1.822298054310151627e-01,-1.772685184482392790e-02,-1.635331085189927203e-01,1.822959790513174749e-01,-1.780280357311607442e-02
-1.652292027011165454e-01,1.843351861844201578e-01,-1.808185613131546576e-02,-1.652760673022327931e-01,1.844023153899536083e-01,-1.815890494246946360e-02
-1.669785631326957398e-01,1.864524705455487263e-01,-1.844172869097727291e-02,-1.670260945941179076e-01,1.865205641598813024e-01,-1.851988423459391755e-02
-1.687349530191773750e-01,1.885816553629078296e-01,-1.880650043104023852e-02,-1.687831571003103881e-01,1.886507222640876058e-01,-1.888577240614314895e-02
-1.704983391373633417e-01,1.907227373916158264e-01,-1.917620205615508736e-02,-1.705472216228453852e-01,1.907927865127431732e-01,-1.925660021151863119e-02
-1.722686883606641128e-01,1.928757132912504446e-01,-1.955086406613154235e-02,-1.723182550606208174e-01,1.929467536210534850e-01,-1.963239820060862575e-02
-1.740459676595648153e-01,1.950405796237133227e-01,-1.993051675370521511e-02,-1.740962244098667178e-01,1.951126202071267468e-01,-2.001319671655424001e-02
-1.758301441020704847e-01,1.972173328511110380e-01,-2.031519020232966030e-02,-1.758810967645935974e-01,1.972903827898579432e-01,-2.039902589354086748e-02
-1.776211848541302818e-01,1.994059693336523165e-01,-2.070491428399602943e-02,-1.776728393170196874e-01,1.994800377868291008e-01,-2.078991565461688409e-02
-1.794190571800404754e-01,2.016064853275612856e-01,-2.109971865707767347e-02,-1.794714193579769745e-01,2.016815815122254274e-01,-2.118589570953733833e-02
-1.812237284428259987e-01,2.038188769830064362e-01,-2.149963276419954508e-02,-1.812768042772957555e-01,2.038950101747670218e-01,-2.158699555263243752e-02
-1.830351661046003831e-01,2.060431403420451002e-01,-2.190468583013370843e-02,-1.830889615641674850e-01,2.061203198756560717e-01,-2.199324446070219721e-02
-1.848533377269039324e-01,2.082792713365833048e-01,-2.231490685971934326e-02,-1.849078588074858920e-01,2.083575066065391779e-01,-2.240467149093430810e-02
-1.866782109710199700e-01,2.105272657863505037e-01,-2.273032463580719822e-02,-1.867334636961660022e-01,2.106065662474845002e-01,-2.282130547884767338e-02
